SID,SNAME,SEX,HEIGHT,BDATE,DORM
04030281,戴正玥,女,161.97,2003-11-13,西2舍208
04030291,徐映初,女,166.74,2004-06-04,北2舍717
04030301,魏怡雨,女,149.76,2004-03-31,北2舍913
04030311,锺琰育,女,181.5,2004-11-11,西2舍731
04030320,熊奕宏,男,173.0,2004-05-06,南2舍213
04030331,邹双影,女,153.64,2003-11-18,南1舍105
04030341,刘霎醉,女,160.79,2004-06-19,北2舍218
04030350,虞强朋,男,178.0,2004-06-06,南2舍507
04030361,姜超旭,女,168.2,2003-12-24,北1舍317
04030370,邓智渝,男,174.0,2004-08-27,西1舍110
04030380,明示礼,男,177.0,2005-04-06,北1舍224
04030391,王妹藐,女,146.89,2004-02-14,西1舍502
04030400,张辈崇,男,190.0,2004-06-22,西1舍838
04030411,金梦昭,女,158.65,2004-05-13,北2舍929
04030421,何婉杭,女,146.5,2004-09-30,东2舍919
04030431,王璐旋,女,150.43,2003-11-03,东1舍515
04030441,徐鸣婉,女,165.39,2004-02-21,南2舍726
04030451,潘越琴,女,166.82,2004-11-12,西1舍206
04030460,郎桓震,男,167.0,2004-11-07,西1舍339
04030471,李莎颖,女,170.64,2005-03-20,西1舍615
04030480,刘康万,男,171.0,2004-10-16,南2舍213
04030490,徐钊蒲,男,178.0,2004-11-19,南1舍712
04030501,孙莲采,女,155.07,2004-06-04,东1舍512
04030511,王漫翠,女,149.96,2004-01-05,北2舍940
04030521,张筠燕,女,167.32,2004-05-21,北2舍413
04030530,罗砂淼,男,177.0,2004-03-18,西1舍701
04030541,张颜淑,女,163.22,2004-09-20,西2舍308
04030550,刘旷桓,男,191.0,2004-06-23,西2舍113
04030561,冯桑煜,女,148.55,2004-12-17,南2舍505
04030570,刘示臣,男,173.0,2004-08-27,南1舍315
04030581,孙丽巧,女,157.05,2004-03-26,西1舍229
04030591,王源瑗,女,183.09,2003-11-07,西1舍422
04030601,史任霜,女,167.15,2004-11-12,西2舍717
04030610,刘辰影,男,175.0,2004-04-06,南1舍907
04030621,蒋芷昕,女,165.52,2004-08-18,北1舍618
04030631,徐鹤菊,女,161.57,2004-06-30,西2舍631
04030640,李博中,男,174.0,2004-12-11,西2舍925
04030651,米丹涟,女,161.95,2004-12-05,北2舍221
04030661,阎勤昭,女,169.62,2004-06-27,东2舍107
04030670,许澜真,男,176.0,2004-07-17,北1舍131
04030681,傅旋彦,女,159.2,2004-07-01,北2舍339
04030691,李真桃,女,152.91,2004-05-09,西1舍819
04030700,王平蓝,男,171.0,2004-09-17,东1舍135
04030710,孙蒙羽,男,161.0,2004-01-17,南2舍623
04030721,谷勤卓,女,165.63,2004-02-13,东1舍122
04030730,冯世辈,男,181.0,2004-06-15,北2舍201
04030741,杨维芯,女,153.23,2004-12-23,东1舍507
04030751,崔佩沛,女,156.68,2004-04-10,西1舍814
04030760,郑易钟,男,169.0,2004-04-23,东1舍818
04030770,刘言钢,男,185.0,2004-03-23,东2舍338
04030780,郭基隆,男,165.0,2004-08-12,南1舍138
04030791,郭华泽,女,158.38,2004-05-17,西2舍633
04030801,戴振妹,女,168.39,2004-04-01,东2舍104
04030810,熊尧腾,男,168.0,2004-08-08,西1舍133
04030821,向宇正,女,171.22,2003-11-05,东1舍829
04030831,张玮听,女,163.3,2003-06-18,南2舍340
04030841,陈觅亭,女,169.54,2004-04-09,东2舍626
04030850,蒋濯存,男,166.0,2004-08-22,南2舍618
04030861,张瑞幽,女,163.92,2004-03-21,北1舍503
04030871,马凡曦,女,170.61,2004-04-11,南2舍203
04030881,张贞雪,女,170.21,2004-02-14,西2舍607
04030890,汪材林,男,169.0,2004-08-13,北1舍427
04030901,陈莉薇,女,162.91,2005-02-07,东2舍714
04030910,徐泰亿,男,169.0,2003-11-28,北2舍522
04030921,关问纹,女,166.23,2004-06-03,东1舍914
04030930,蔡昌攸,男,164.0,2004-10-13,北1舍403
04030941,刘燕南,女,165.21,2004-06-17,南2舍409
04030950,萧泰烁,男,166.0,2004-05-13,东1舍201
04030961,杨寻偀,女,163.32,2004-03-09,北2舍311
04030971,张烨欢,女,158.92,2003-10-16,西1舍125
04030981,席晗睿,女,167.24,2003-07-25,南1舍513
04030991,姜柔问,女,169.36,2004-11-25,南1舍505
04031000,卫昶频,男,184.0,2003-12-26,东2舍328
04031011,黄容筱,女,162.28,2003-09-30,北1舍223
04031020,李焘晨,男,166.0,2004-06-19,西2舍423
04031031,孙晴薇,女,163.63,2004-07-26,南2舍420
04031041,楼潼槽,女,158.23,2004-09-03,西1舍808
04031051,何华佑,女,158.93,2004-03-29,北1舍209
04031061,章菁晓,女,153.91,2004-10-12,南2舍833
04031070,谢逸兴,男,176.0,2004-08-25,西1舍814
04031081,白潼凤,女,160.91,2004-03-07,东1舍430
04031090,杨鹰函,男,184.0,2005-02-25,西1舍605
04031101,锺燕梓,女,176.12,2004-08-27,北2舍522
04031111,傅君亭,女,160.85,2004-01-15,东1舍302
04031120,胡争杉,男,179.0,2003-12-13,南1舍421
04031130,董凌擎,男,176.0,2004-07-19,南1舍118
04031141,张雅柔,女,161.54,2004-09-03,东1舍316
04031150,向羽博,男,170.0,2004-08-16,北2舍918
04031161,刘驰爽,女,169.35,2004-11-19,西1舍340
04031170,李立章,男,181.0,2004-09-21,南2舍329
04031181,王纹雯,女,160.18,2004-11-26,西2舍511
04031190,姜振马,男,179.0,2004-05-16,西1舍536
04031201,程钰丝,女,152.55,2004-04-29,北2舍115
04031211,赵曼哲,女,175.59,2004-08-12,南2舍821
04031220,刘烊榜,男,177.0,2004-07-18,北2舍937
04031230,李立照,男,172.0,2004-03-19,北1舍835
04031240,侯晋行,男,176.0,2005-03-01,南2舍631
04031250,李克瑾,男,175.0,2004-02-05,东1舍622
04031260,王殿康,男,162.0,2005-06-10,东2舍805
04031270,吴溪垒,男,179.0,2004-05-13,西1舍210
04031280,李群诤,男,176.0,2003-12-30,东1舍521
04031291,何海林,女,152.06,2004-10-03,北1舍115
04031301,韩宸人,女,154.25,2005-02-09,西2舍317
04031310,辛珺弛,男,164.0,2005-01-08,东1舍104
04031320,刘铠劭,男,182.0,2004-02-24,东1舍516
04031330,崔溪云,男,169.0,2004-05-04,北2舍604
04031340,王敖鹰,男,159.0,2004-07-23,南2舍721
04031350,蔡虚迈,男,172.0,2004-08-18,西1舍422
04031361,魏柏瑾,女,164.64,2004-12-20,南1舍802
04031370,刘琦昶,男,174.0,2004-08-01,北2舍936
04031381,于可霞,女,158.58,2005-04-27,北2舍510
04031390,张谚浩,男,164.0,2004-12-30,南1舍705
04031401,段冬花,女,161.11,2004-02-04,北2舍621
04031411,梁宸光,女,159.56,2004-02-17,南2舍119
04031421,林逸阳,女,168.58,2004-10-07,西2舍735
04031430,汤频书,男,170.0,2004-07-18,东1舍136
04031440,刁擎示,男,159.0,2004-04-15,南2舍707
04031451,熊尔枫,女,166.69,2004-05-26,北2舍334
04031460,郝桦拾,男,171.0,2004-10-13,南1舍217
04031471,田人芫,女,158.62,2004-02-02,西1舍912
04031481,吴玲香,女,155.66,2004-07-27,东2舍516
04031491,李绿融,女,169.24,2004-08-02,南1舍529
04031500,陈冠乔,男,175.0,2004-05-23,东1舍305
04031510,丘澜克,男,167.0,2004-02-10,西2舍901
04031520,姚伦存,男,175.0,2005-08-22,东1舍529
04031530,谷行锐,男,175.0,2004-02-04,北2舍228
04031541,韩风娟,女,158.86,2004-12-14,西1舍134
04031550,郑睿钟,男,176.0,2004-08-02,西2舍508
04031560,张有垒,男,178.0,2004-04-03,北2舍539
04031571,林群安,女,159.4,2003-12-05,西2舍109
04031580,王亿马,男,180.0,2003-10-13,南2舍928
04031590,钱武智,男,172.0,2004-05-25,东2舍619
04031600,廖济州,男,184.0,2003-12-26,东1舍812
04031611,赵驰烟,女,167.05,2004-01-28,南1舍740
04031621,徐会芸,女,171.42,2004-11-07,南2舍810
04031630,武至科,男,170.0,2004-02-24,西1舍629
04031641,王蕾敏,女,161.23,2005-03-13,西2舍317
04031651,孙娟玉,女,155.85,2004-12-07,西2舍826
04031660,汪沧曦,男,175.0,2003-11-06,东2舍712
04031671,姜欣奕,女,151.08,2004-05-08,南2舍723
04031681,汪皎玥,女,173.04,2004-05-26,南2舍904
04031690,崔垒坤,男,168.0,2004-07-05,南1舍240
04031701,刘丝皎,女,161.32,2004-11-12,西2舍822
04031710,马彰敖,男,176.0,2004-03-29,南1舍317
04031720,朱苗易,男,169.0,2005-02-26,南1舍614
04031731,马丽纯,女,158.4,2004-07-11,北1舍303
04031741,张娇瑞,女,159.35,2003-12-13,北2舍616
04031750,李尧焘,男,163.0,2004-09-28,北2舍803
04031761,柴琦艳,女,157.63,2004-09-07,南1舍730
04031771,龙文暄,女,156.38,2004-09-05,北2舍915
04031781,苏虹希,女,156.62,2004-09-10,东1舍333
04031791,龙珞花,女,174.03,2004-09-18,西1舍917
04031800,陈谱函,男,172.0,2004-08-19,西1舍338
04031811,王春茵,女,140.5,2004-03-02,西2舍214
04031821,赵木芳,女,164.32,2005-01-12,东1舍626
04031831,沈哲璇,女,159.17,2004-02-17,西1舍705
04031841,王洲路,女,156.6,2004-08-17,西2舍717
04031850,梁材贵,男,169.0,2005-01-12,西2舍928
04031861,王真旋,女,154.73,2004-07-08,西1舍728
04031871,覃阳允,女,150.25,2004-12-22,东1舍135
04031880,郑卓照,男,170.0,2005-02-19,东2舍134
04031891,赵卿燕,女,157.77,2004-06-11,南1舍112
04031900,魏武锐,男,174.0,2004-08-19,南2舍919
04031910,田奇翰,男,170.0,2004-10-21,东1舍623
04031920,吴乐科,男,169.0,2004-06-30,西2舍228
04031931,黄春彩,女,162.12,2005-03-08,南2舍828
04031941,姜路杏,女,167.46,2005-02-03,东2舍601
04031950,王磊韬,男,164.0,2004-08-14,东2舍103
04031960,李渝韦,男,169.0,2004-12-04,北1舍128
04031970,陆存云,男,173.0,2005-01-11,南2舍310
04031980,蔡振国,男,167.0,2004-09-06,东2舍615
04031990,张钢昴,男,171.0,2004-07-17,南2舍322
04032000,侯国逸,男,174.0,2004-07-23,西2舍734
04032011,张然文,女,155.03,2004-07-29,东1舍230
04032021,李偀旋,女,154.14,2004-10-25,南1舍230
04032030,王寒钊,男,160.0,2004-10-23,北1舍412
04032040,杨宏竹,男,183.0,2004-04-01,南2舍802
04032050,张旖烊,男,179.0,2004-11-14,南2舍927
04032061,陈娜葵,女,164.77,2003-11-05,南1舍529
04032071,黄夏璇,女,166.87,2004-02-29,南2舍815
04032081,王鹃英,女,148.28,2004-05-28,东2舍313
04032091,杨妹婕,女,155.66,2004-07-01,南2舍528
04032100,江万沧,男,170.0,2003-12-18,北2舍213
04032111,陈蓝咏,女,168.73,2005-01-06,西2舍113
04032120,洪镇来,男,170.0,2004-11-21,东2舍905
04032130,韦奇昂,男,177.0,2004-02-14,南2舍313
04032140,孙舱阳,男,180.0,2004-02-21,北2舍437
04032151,侯璟晓,女,166.81,2004-02-23,东1舍624
04032161,李迎潇,女,175.63,2004-03-31,北1舍616
04032171,刘蒨婉,女,156.55,2004-03-26,北2舍918
04032181,王仪睿,女,153.39,2004-08-21,西1舍418
04032191,王南巧,女,152.89,2004-03-12,东1舍207
04032201,李滢莎,女,169.98,2004-12-13,北1舍726
04032210,刘书有,男,172.0,2004-10-24,南2舍409
04032221,周娇眉,女,163.47,2003-09-10,东1舍918
04032230,龚琦虚,男,181.0,2003-11-13,东1舍327
04032241,王荫思,女,158.59,2005-01-27,东1舍711
04032250,祁泉淼,男,177.0,2004-07-13,北2舍124
04032261,王光鸥,女,170.1,2004-10-04,北2舍523
04032270,周寒卫,男,181.0,2005-01-24,南2舍124
04032280,周中晏,男,183.0,2004-07-24,北1舍834
04032291,杜珊碧,女,150.67,2003-09-02,东1舍724
04032300,侯律纲,男,175.0,2004-08-09,南2舍602
04032311,王觅风,女,158.46,2004-03-12,西2舍909
04032321,王灿正,女,162.49,2004-11-16,东1舍327
04032331,锺晶鸣,女,151.45,2005-02-17,南2舍516
04032340,张胜瑜,男,181.0,2004-09-11,东2舍735
04032351,涂娥璧,女,152.19,2004-10-05,南2舍738
04032360,锺盛虚,男,175.0,2004-09-13,东2舍314
04032371,史媱珠,女,151.27,2004-09-26,北1舍404
04032381,张艺偀,女,172.65,2005-05-17,南2舍925
04032391,唐舞奇,女,164.46,2004-10-14,西2舍531
04032401,杨香嘉,女,160.92,2004-05-22,北2舍413
04032410,傅焘胜,男,164.0,2004-08-21,北1舍120
04032420,张溪罡,男,169.0,2004-08-04,南2舍224
04032431,谢琬璟,女,174.57,2003-10-15,东2舍430
04032441,白莎诺,女,167.04,2005-03-22,东2舍331
04032450,黄镇辰,男,163.0,2004-05-03,北1舍639
04032461,沈肖佩,女,160.62,2004-09-20,南1舍923
04032470,杨时玮,男,169.0,2004-02-12,东2舍506
04032481,李佩自,女,152.76,2004-10-25,东2舍630
04032491,徐颢诗,女,158.25,2004-11-06,北2舍815
04032500,段颜超,男,165.0,2004-11-01,西1舍814
04032511,赵琴帆,女,158.64,2004-08-03,北1舍101
04032520,马利桓,男,173.0,2004-03-01,南2舍104
04032531,胡枝潼,女,171.3,2004-02-04,北2舍533
04032541,关凡笑,女,173.27,2004-04-21,北1舍222
04032550,宋卫濮,男,162.0,2004-09-27,南2舍101
04032560,王烊清,男,175.0,2004-02-10,东1舍824
04032570,李致科,男,181.0,2004-10-17,西1舍331
04032581,刘爱棉,女,151.09,2004-04-19,北2舍623
04032591,张彨绿,女,152.31,2004-05-12,西1舍322
04032600,裴存仑,男,169.0,2004-04-27,北2舍802
04032611,王新茗,女,161.48,2004-02-08,西2舍422
04032621,王霄芸,女,157.15,2004-09-06,东1舍417
04032631,孙萁秋,女,155.44,2004-10-23,东1舍139
04032641,刘佑冰,女,159.62,2004-07-22,东2舍534
04032650,郭沧喆,男,172.0,2005-03-16,东1舍924
04032661,李燕桂,女,166.99,2004-07-21,南1舍326
04032670,黄诗登,男,178.0,2004-10-23,东2舍935
04032681,孟洁哓,女,162.52,2004-03-09,北1舍228
04032690,徐材宸,男,166.0,2004-07-26,东2舍838
04032700,马森泰,男,183.0,2004-10-22,南2舍903
04032710,许彤佳,男,166.0,2005-03-01,南2舍301
04032720,李谦照,男,179.0,2004-07-13,南2舍535
04032731,卢昕雨,女,162.75,2004-12-23,东1舍904
04032740,张保均,男,173.0,2004-11-21,南1舍908
04032750,高亨理,男,165.0,2004-02-11,南2舍103
04032760,何歌谚,男,175.0,2004-09-13,西1舍707
04032770,曹宝谚,男,180.0,2004-06-03,北1舍308
04032781,高翠彩,女,161.78,2004-12-06,西2舍921
04032791,马丹越,女,162.3,2004-07-09,东1舍715
04032801,魏浩娟,女,165.88,2004-08-20,南1舍220
04032811,蓝赫听,女,154.71,2005-05-02,西1舍920
04032821,龚芊萁,女,163.69,2004-08-31,东2舍636
04032830,王蒙亭,男,171.0,2004-02-24,南1舍217
04032840,姚衡珑,男,172.0,2005-03-16,东2舍913
04032851,胡梨虞,女,161.24,2004-01-27,东2舍225
04032861,李鸥熙,女,163.66,2004-05-21,北1舍317
04032870,李祺真,男,161.0,2004-11-08,南2舍709
04032881,高伊青,女,152.53,2004-09-14,北1舍911
04032890,常川崇,男,181.0,2003-12-21,北2舍719
04032900,黄胜平,男,171.0,2005-01-18,东1舍722
04032911,张若柳,女,158.63,2004-07-24,北2舍816
04032921,陈冬艳,女,165.86,2004-05-25,南1舍534
04032930,孙争来,男,181.0,2004-06-28,东1舍929
04032940,许嘉晨,男,168.0,2005-02-22,东2舍916
04032951,张瑾敏,女,164.29,2004-07-28,北2舍924
04032960,陈溯亿,男,164.0,2005-07-09,西2舍238
04032971,罗娥自,女,179.24,2004-09-02,北1舍104
04032981,赵潇玥,女,159.64,2005-03-27,东2舍321
04032990,吴存政,男,181.0,2003-11-05,南2舍811
04033000,康有桦,男,169.0,2004-05-15,东1舍823
04033011,郭文璟,女,168.83,2004-03-20,北2舍124
04033020,邢衡轼,男,173.0,2004-10-09,东1舍431
04033031,刘彦松,女,158.24,2005-02-10,东1舍829
04033041,徐煊瑜,女,163.25,2004-01-18,西2舍201
04033051,鄢瑷龙,女,157.3,2004-11-19,西2舍122
04033060,黄之霆,男,169.0,2004-08-12,北2舍303
04033071,李昊颢,女,159.66,2004-11-08,东2舍215
04033081,戴艳涟,女,154.38,2005-03-07,西2舍114
04033090,朱卿材,男,179.0,2003-11-04,南2舍718
04033100,董驹宏,男,166.0,2003-10-25,北2舍138
04033111,蔡人伊,女,170.65,2004-07-29,北1舍538
04033121,陈松璐,女,161.96,2004-11-21,东2舍425
04033131,张夏双,女,156.64,2004-06-16,西1舍421
04033140,马单济,男,172.0,2004-07-21,东2舍222
04033151,陈倩园,女,170.21,2004-09-13,西1舍611
04033161,贾茹恬,女,151.95,2004-09-23,东1舍428
04033171,曹甜聪,女,165.32,2004-02-07,北1舍302
04033180,黄奎玮,男,166.0,2003-10-10,西1舍427
04033190,杨佚升,男,178.0,2004-10-10,东1舍511
04033201,张葵珞,女,160.65,2003-10-19,南2舍816
04033210,赵泉锐,男,186.0,2004-11-07,北2舍228
04033220,刘琪示,男,177.0,2005-02-02,南2舍518
04033231,马韵娅,女,165.83,2004-09-20,北1舍230
04033241,鄢令艳,女,167.95,2004-09-10,西1舍905
04033250,孙忠韦,男,167.0,2003-08-10,东1舍739
04033261,车敏羽,女,171.87,2004-04-27,北2舍936
04033270,程震韬,男,171.0,2004-01-19,南1舍107
04033281,池姝安,女,163.01,2005-03-21,东1舍106
04033290,张君晋,男,170.0,2004-05-05,北2舍732
04033300,李世卫,男,173.0,2004-08-29,南1舍609
04033311,阮兔荫,女,162.87,2004-06-19,南1舍816
04033320,胡照蒙,男,173.0,2004-08-19,北2舍234
04033330,石频尧,男,177.0,2004-05-11,北2舍715
04033341,刘筠语,女,173.77,2004-08-29,北2舍937
04033351,汤松潼,女,155.09,2003-10-28,北2舍302
04033361,王昊涟,女,170.41,2004-02-26,北2舍837
04033371,李萁嫦,女,146.28,2003-12-14,东1舍410
04033380,常树纲,男,168.0,2004-10-28,西2舍709
04033391,马榆依,女,154.79,2004-12-01,西2舍122
04033401,范越龙,女,166.35,2004-05-02,东2舍603
04033410,陈泉竣,男,172.0,2004-06-03,南2舍838
04033421,高娜馨,女,156.85,2004-09-25,南2舍424
04033431,蔡妮雯,女,158.91,2004-02-16,东2舍710
04033440,刘恬兴,男,169.0,2004-10-09,西1舍533
04033450,朱至焘,男,174.0,2004-09-01,北1舍133
04033461,王丹雁,女,163.2,2004-05-19,西1舍425
04033470,孙时南,男,170.0,2004-07-30,南2舍117
04033481,刘苑春,女,165.35,2004-09-07,西1舍435
04033491,方柔琪,女,178.26,2004-02-03,西2舍937
04033500,崔拾罡,男,173.0,2003-10-09,东1舍634
04033511,杨青佩,女,177.8,2004-12-23,北1舍140
04033521,崔容芳,女,155.59,2004-04-13,西2舍610
04033531,王宇睿,女,161.03,2004-09-18,南2舍907
04033540,谢浩益,男,169.0,2004-06-21,南1舍219
04033550,左海时,男,171.0,2004-06-21,西2舍814
04033560,欧俯罡,男,172.0,2004-01-21,南2舍216
04033570,马冠垒,男,176.0,2005-02-23,西2舍106
04033580,张晋颜,男,179.0,2004-07-20,南2舍118
04033591,高盼冰,女,164.1,2005-01-13,南2舍528
04033600,孙瀚羽,男,176.0,2004-06-29,西2舍921
04033611,汤卷玥,女,166.98,2004-06-07,北1舍219
04033620,董苗语,男,172.0,2004-07-10,南1舍528
04033630,王霆韩,男,174.0,2004-04-20,西1舍838
04033640,蒲清佑,男,171.0,2004-05-03,西2舍209
04033651,田逸智,女,152.99,2004-08-24,西1舍804
04033660,张霖玫,男,170.0,2004-04-17,南2舍126
04033671,萧叶焓,女,163.66,2004-10-18,西1舍937
04033680,王充矾,男,168.0,2004-11-30,南2舍620
04033691,魏趣笛,女,167.82,2004-04-13,北1舍435
04033700,蒋有皓,男,171.0,2003-12-04,西2舍806
04033711,张筱自,女,171.34,2004-04-26,西1舍421
04033720,刘琦刚,男,167.0,2004-08-08,南1舍703
04033730,王梁玮,男,182.0,2004-05-08,北1舍116
04033741,任露晗,女,178.99,2004-11-14,西1舍932
04033750,田合济,男,183.0,2004-08-23,南2舍301
04033760,杨翰船,男,170.0,2004-03-26,西2舍428
04033770,李益卿,男,176.0,2004-10-20,东2舍703
04033781,万娥海,女,161.69,2004-08-23,西1舍839
04033790,谢敖谊,男,179.0,2004-01-22,南1舍830
04033800,彭骢昴,男,172.0,2004-08-03,东2舍910
04033811,陈洁楚,女,167.79,2005-03-20,北1舍927
04033821,张玉娅,女,180.21,2003-11-01,北1舍303
04033830,刘航钦,男,163.0,2004-11-21,西2舍925
04033840,萧桦轩,男,181.0,2004-05-04,北1舍826
04033850,姜杉弛,男,175.0,2004-07-21,西1舍639
04033860,刘拾稹,男,171.0,2004-01-10,东1舍122
04033871,李环春,女,162.65,2004-04-15,北2舍815
04033881,沙灿帆,女,151.64,2004-05-12,东2舍608
04033890,王有佳,男,176.0,2004-07-29,西1舍418
04033900,李濯敬,男,181.0,2004-09-10,北2舍201
04033911,徐萱菱,女,175.14,2004-03-21,东1舍836
04033921,张悠驰,女,169.82,2005-03-02,北2舍226
04033930,刘圣振,男,162.0,2004-10-16,西2舍921
04033941,赖真槐,女,156.7,2004-04-13,北2舍435
04033950,张丞聪,男,176.0,2004-05-04,北2舍207
04033961,周人花,女,156.75,2004-09-23,东1舍114
04033970,黄有初,男,184.0,2004-02-09,南2舍240
04033980,郭亿臻,男,179.0,2004-08-30,西1舍923
04033990,周佳涵,男,163.0,2005-04-21,北1舍819
04034000,闵辈涛,男,178.0,2004-10-22,南2舍726
04034011,江真乐,女,158.67,2003-12-04,西1舍512
04034020,陈茂仑,男,178.0,2004-04-12,西1舍402
04034031,尹荣驰,女,167.11,2004-08-24,西1舍121
04034041,程诺龙,女,163.96,2004-10-03,西1舍210
04034050,陈元瑞,男,165.0,2003-11-25,东2舍914
04034061,李爱若,女,170.84,2004-07-02,西2舍211
04034071,刘琦媱,女,148.24,2003-12-20,东2舍222
04034080,陈濯有,男,159.0,2004-12-04,南2舍329
04034090,张辰元,男,170.0,2004-01-05,东2舍934
04034100,于畅俯,男,177.0,2004-10-21,北2舍538
04034110,王彰频,男,178.0,2004-05-20,北2舍829
04034120,刘宝襦,男,175.0,2004-10-21,西1舍317
04034131,许珞鹤,女,163.64,2004-04-22,西1舍412
04034141,李溪缦,女,166.97,2003-11-15,南2舍421
04034151,陶惜柳,女,167.39,2004-06-01,北2舍827
04034161,罗笛瑛,女,158.21,2004-06-05,北2舍830
04034170,夏敖争,男,161.0,2005-01-23,东2舍101
04034180,于博锐,男,164.0,2004-12-03,西2舍203
04034190,李福濯,男,159.0,2004-08-08,西1舍305
04034201,唐笛丝,女,168.42,2004-05-30,东2舍738
04034211,邓嫦琦,女,161.74,2004-02-20,东2舍736
04034220,张襦稹,男,180.0,2004-04-18,东2舍824
04034230,吴尧阳,男,165.0,2004-09-01,北1舍735
04034240,李初震,男,166.0,2004-03-01,北2舍215
